Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
25026,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3442,1,1998,Male,27,2022-07-08
25027,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),373,Potrero del Sol Park (25th St at Utah St),5349,2,1995,Male,26,2022-02-03
25028,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5113,3,1996,Female,26,2022-09-05
25029,7 minutes,81,Berry St at 4th St,19,Post St at Kearny St,4875,2,1988,Male,27,2022-04-03
25030,3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),5247,2,1972,Male,26,2022-11-12
25031,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4383,2,1979,Male,29,2022-12-15
25032,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4740,3,1964,Male,27,2022-08-23
25033,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5022,1,1964,Male,27,2022-08-14
25034,25 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,1177,2,1993,Female,29,2022-10-20
25035,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),64,5th St at Brannan St,4517,3,1950,Male,27,2022-04-14
25036,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,2646,2,1984,Male,29,2022-02-26
25037,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,4553,1,1978,Male,27,2022-03-23
25038,33 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5112,2,1965,Male,26,2022-05-09
25039,33 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5371,2,1965,Male,29,2022-04-12
25040,17 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,1090,2,1987,Female,26,2022-03-03
25041,32 minutes,3,Powell St BART Station (Market St at 4th St),147,29th St at Tiffany Ave,1105,2,1979,Female,26,2022-07-11
25042,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,4944,2,1965,Male,29,2022-04-22
25043,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,4837,1,1965,Male,26,2022-07-17
25044,6 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5113,2,1978,Male,27,2022-03-09
25045,10 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2458,3,1966,Female,27,2022-10-19
25046,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,2677,3,1995,Male,26,2022-09-27
25047,27 minutes,22,Howard St at Beale St,375,Grove St at Masonic Ave,135,3,1977,Male,27,2022-08-02
25048,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),107,17th St at Dolores St,5407,1,1981,Male,26,2022-11-25
25049,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,4802,2,1980,Male,29,2022-07-03
25050,23 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4740,3,1964,Male,27,2022-05-13
25051,23 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4648,2,1964,Male,26,2022-12-12
25052,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),137,Jersey St at Castro St,5352,2,1970,Male,27,2022-09-08
25053,11 minutes,3,Powell St BART Station (Market St at 4th St),50,2nd St at Townsend St,5373,1,1986,Female,27,2022-07-19
25054,7 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,4610,1,1988,Female,26,2022-01-03
25055,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,4728,2,1989,Male,26,2022-04-04
25056,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,5082,2,1995,Female,27,2022-02-08
25057,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,5003,2,1995,Female,29,2022-09-09
25058,36 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,3669,1,1998,Female,26,2022-04-07
25059,36 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,1516,2,1998,Female,29,2022-08-23
25060,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),90,Townsend St at 7th St,5035,3,1989,Female,27,2022-06-16
25061,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5444,3,1986,Male,29,2022-12-01
25062,13 minutes,16,Steuart St at Market St,55,Webster St at Grove St,5122,2,1984,Female,26,2022-04-27
25063,27 minutes,3,Powell St BART Station (Market St at 4th St),123,Folsom St at 19th St,4946,2,1980,Female,26,2022-06-03
25064,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),3243,2,1971,Male,26,2022-06-20
25065,6 minutes,81,Berry St at 4th St,343,Bryant St at 2nd St,4973,2,1991,Female,27,2022-02-21
25066,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3637,1,1994,Female,26,2022-04-22
25067,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2898,3,1998,Female,29,2022-01-28
25068,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2061,2,1995,Male,27,2022-08-08
25069,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2191,3,1996,Male,26,2022-08-23
25070,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4713,2,1963,Male,29,2022-05-23
25071,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4842,2,1963,Male,29,2022-08-20
25072,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),17,Embarcadero BART Station (Beale St at Market St),3444,2,1971,Male,26,2022-08-08
25073,14 minutes,16,Steuart St at Market St,5,Powell St BART Station (Market St at 5th St),4610,2,1990,Female,27,2022-02-09
25074,14 minutes,16,Steuart St at Market St,5,Powell St BART Station (Market St at 5th St),5506,2,1976,Male,26,2022-01-24
25075,9 minutes,81,Berry St at 4th St,81,Berry St at 4th St,4973,2,1988,Male,27,2022-03-09
25076,5 minutes,3,Powell St BART Station (Market St at 4th St),60,8th St at Ringold St,4586,2,1983,Male,29,2022-03-21
25077,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),88,11th St at Bryant St,1683,2,1961,Male,27,2022-10-08
25078,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,5019,2,1983,Male,27,2022-10-29
25079,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,5340,2,1978,Male,27,2022-09-04
25080,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,5275,2,1963,Male,27,2022-05-27
25081,8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),3216,3,1967,Male,29,2022-09-09
25082,99 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),5051,2,1994,Male,26,2022-07-07
25083,93 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),4722,2,1994,Male,26,2022-11-16
25084,13 minutes,81,Berry St at 4th St,324,Union Square (Powell St at Post St),4810,1,1982,Female,27,2022-04-11
25085,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1778,2,1989,Male,26,2022-08-22
25086,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5490,2,1988,Male,26,2022-04-08
25087,19 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,1450,2,1952,Male,26,2022-12-09
25088,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,1338,2,1959,Male,26,2022-09-08
25089,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,1708,2,1982,Male,29,2022-07-09
25090,22 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5440,3,1993,Male,26,2022-03-28
25091,22 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5250,1,1993,Male,27,2022-01-20
25092,23 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3225,1,1963,Male,27,2022-02-26
25093,23 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2947,1,1963,Male,26,2022-02-28
25094,7 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,5122,1,1988,Male,29,2022-05-04
25095,7 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5338,3,1994,Male,27,2022-07-20
25096,6 minutes,5,Powell St BART Station (Market St at 5th St),36,Folsom St at 3rd St,2018,1,1982,Male,27,2022-04-15
25097,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4877,2,1992,Male,27,2022-07-25
25098,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5339,2,1973,Male,27,2022-02-07
25099,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5328,3,1973,Male,26,2022-06-22
25100,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),87,Folsom St at 13th St,5030,2,1992,Female,27,2022-01-27
25101,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),109,17th St at Valencia St,149,1,1957,Male,27,2022-01-06
25102,26 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),91,Berry St at King St,4842,3,1977,Male,27,2022-08-28
25103,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),4837,2,1999,Male,29,2022-12-19
25104,29 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5112,2,1999,Male,27,2022-07-26
25105,29 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),4944,1,1999,Male,27,2022-12-21
25106,29 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5339,3,1998,Female,26,2022-07-03
25107,27 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),4978,3,1995,Female,29,2022-01-07
25108,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),4651,3,1988,Female,27,2022-05-05
25109,26 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,1852,3,1993,Female,29,2022-05-06
25110,26 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,3120,2,1993,Female,26,2022-03-30
25111,6 minutes,22,Howard St at Beale St,47,4th St at Harrison St,4962,3,1988,Male,26,2022-07-19
25112,7 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5385,2,1980,Male,27,2022-01-16
25113,19 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5355,1,1989,Female,29,2022-06-21
25114,34 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5003,2,1991,Female,27,2022-04-30
25115,11 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,4610,2,1987,Other,27,2022-05-29
25116,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,4633,1,1989,Male,29,2022-12-29
25117,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),63,Bryant St at 6th St,4974,2,1990,Male,27,2022-03-21
25118,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,5225,2,1982,Male,29,2022-12-02
25119,4 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),5409,1,1980,Male,29,2022-01-14
25120,6 minutes,22,Howard St at Beale St,324,Union Square (Powell St at Post St),5150,2,1980,Male,27,2022-07-12
25121,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5284,2,1983,Male,26,2022-02-01
25122,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5385,3,1970,Other,26,2022-01-09
25123,7 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5159,2,1986,Male,27,2022-03-19
25124,9 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,4554,3,1986,Male,26,2022-12-28
25125,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5030,2,1983,Male,26,2022-01-27
25126,12 minutes,5,Powell St BART Station (Market St at 5th St),43,San Francisco Public Library (Grove St at Hyde St),3390,1,1972,Male,26,2022-10-31
25127,23 minutes,5,Powell St BART Station (Market St at 5th St),118,Eureka Valley Recreation Center,4603,2,1979,Male,29,2022-06-13
25128,19 minutes,5,Powell St BART Station (Market St at 5th St),118,Eureka Valley Recreation Center,4609,2,1978,Male,29,2022-09-24
25129,4 minutes,3,Powell St BART Station (Market St at 4th St),10,Washington St at Kearny St,5422,3,1995,Male,26,2022-02-21
25130,2 minutes,81,Berry St at 4th St,66,3rd St at Townsend St,5020,3,1978,Male,26,2022-09-21
25131,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5082,2,1987,Female,29,2022-04-05
25132,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,3129,2,1990,Male,29,2022-06-19
25133,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5340,3,1991,Male,27,2022-03-23
25134,3 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5352,3,1962,Male,29,2022-03-22
25135,20 minutes,81,Berry St at 4th St,81,Berry St at 4th St,5355,2,1999,Male,26,2022-09-21
25136,2 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),1516,2,1988,Male,27,2022-07-21
25137,78 minutes,16,Steuart St at Market St,380,Masonic Ave at Turk St,5451,2,1999,Male,26,2022-05-25
25138,78 minutes,16,Steuart St at Market St,380,Masonic Ave at Turk St,4648,2,1999,Male,29,2022-12-03
25139,77 minutes,16,Steuart St at Market St,380,Masonic Ave at Turk St,5248,3,1999,Male,27,2022-10-11
25140,6 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),3186,3,1988,Male,29,2022-09-08
25141,10 minutes,16,Steuart St at Market St,63,Bryant St at 6th St,5006,2,1983,Male,27,2022-02-19
25142,104 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4978,3,1963,Male,27,2022-04-23
25143,102 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4768,2,1963,Male,29,2022-06-17
25144,102 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4761,2,1963,Male,29,2022-03-04
25145,102 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4651,2,1963,Male,27,2022-10-06
25146,7 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),1771,2,1943,Male,27,2022-08-12
25147,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,4802,2,1993,Male,27,2022-02-17
25148,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,5275,2,1981,Male,29,2022-09-20
25149,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,4728,3,1993,Male,29,2022-10-28
25150,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,4553,3,1989,Male,29,2022-05-20
25151,66 minutes,16,Steuart St at Market St,368,Myrtle St at Polk St,5295,2,1969,Male,27,2022-04-01
25152,65 minutes,16,Steuart St at Market St,368,Myrtle St at Polk St,5552,2,1969,Male,26,2022-10-25
25153,66 minutes,16,Steuart St at Market St,368,Myrtle St at Polk St,5550,2,1969,Male,29,2022-12-29
25154,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),1771,2,1943,Male,27,2022-10-16
25155,30 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),4610,2,1983,Male,29,2022-08-29
25156,39 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5216,2,1966,Male,27,2022-10-22
25157,40 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,4948,2,1966,Male,27,2022-03-13
25158,18 minutes,5,Powell St BART Station (Market St at 5th St),34,Father Alfred E Boeddeker Park,5506,2,1995,Male,29,2022-06-09
25159,7 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5310,2,1999,Male,29,2022-01-24
25160,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),14,Clay St at Battery St,5538,1,1975,Male,29,2022-04-21
25161,6 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),4633,3,1964,Male,26,2022-11-16
25162,9 minutes,5,Powell St BART Station (Market St at 5th St),81,Berry St at 4th St,1672,2,1974,Male,26,2022-07-11
25163,7 minutes,5,Powell St BART Station (Market St at 5th St),43,San Francisco Public Library (Grove St at Hyde St),5185,2,1996,Female,27,2022-02-10
25164,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4554,3,1988,Male,26,2022-08-22
25165,12 minutes,3,Powell St BART Station (Market St at 4th St),22,Howard St at Beale St,5255,3,1981,Male,26,2022-03-30
25166,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5051,2,1965,Male,27,2022-05-27
25167,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5559,2,1971,Male,27,2022-07-26
25168,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,4810,2,1978,Male,27,2022-08-28
25169,10 minutes,81,Berry St at 4th St,28,The Embarcadero at Bryant St,3610,2,1985,Male,29,2022-04-01
25170,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,764,1,1950,Female,26,2022-10-17
25171,7 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4973,2,1991,Male,27,2022-11-15
25172,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,1830,3,1970,Male,27,2022-05-31
25173,12 minutes,16,Steuart St at Market St,41,Golden Gate Ave at Polk St,5389,2,1973,Female,29,2022-05-21
25174,10 minutes,22,Howard St at Beale St,77,11th St at Natoma St,5481,1,1985,Male,26,2022-03-14
25175,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,5069,3,1969,Female,26,2022-09-10
25176,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4609,2,1982,Male,26,2022-04-15
25177,10 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,3647,3,1990,Male,26,2022-12-08
25178,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,285,2,1974,Male,29,2022-05-30
25179,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5337,1,1995,Male,29,2022-10-08
25180,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5537,3,1985,Male,29,2022-03-22
25181,12 minutes,5,Powell St BART Station (Market St at 5th St),79,7th St at Brannan St,2799,2,1977,Male,29,2022-11-04
25182,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5137,3,1902,Female,29,2022-07-27
25183,7 minutes,3,Powell St BART Station (Market St at 4th St),50,2nd St at Townsend St,4780,3,1993,Male,26,2022-05-31
25184,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5060,1,1988,Male,29,2022-06-30
25185,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4554,1,1987,Male,29,2022-02-08
25186,3 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4648,1,1975,Male,29,2022-07-29
25187,5 minutes,5,Powell St BART Station (Market St at 5th St),13,Commercial St at Montgomery St,4629,2,1990,Male,27,2022-11-04
25188,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),64,5th St at Brannan St,5120,2,1960,Male,29,2022-07-19
25189,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,1969,2,1980,Male,29,2022-02-01
25190,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),88,11th St at Bryant St,5410,3,1989,Male,29,2022-06-09
25191,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5305,2,1990,Male,27,2022-02-26
25192,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,5047,2,1987,Male,29,2022-12-06
25193,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,5526,3,1977,Male,29,2022-04-06
25194,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5389,2,1974,Male,29,2022-10-18
25195,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5033,2,1992,Male,27,2022-06-01
25196,14 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,1696,1,1985,Female,27,2022-06-12
25197,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2266,2,1969,Male,26,2022-03-15
25198,9 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5340,3,1978,Male,27,2022-08-07
25199,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5537,3,1974,Male,27,2022-07-28
25200,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,343,1,1960,Male,29,2022-05-08
25201,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,3178,3,1971,Male,27,2022-06-29
25202,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5007,2,1987,Male,29,2022-11-21
25203,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5110,2,1981,Male,27,2022-05-11
25204,18 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),4870,2,1987,Male,26,2022-02-26
25205,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,5134,2,1991,Female,26,2022-01-06
25206,10 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,5248,1,1992,Male,27,2022-11-01
25207,15 minutes,22,Howard St at Beale St,41,Golden Gate Ave at Polk St,4911,2,1979,Female,29,2022-08-30
25208,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5225,1,1969,Female,26,2022-11-01
25209,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5217,3,1991,Male,29,2022-06-12
25210,12 minutes,16,Steuart St at Market St,81,Berry St at 4th St,3610,2,1978,Female,26,2022-04-15
25211,8 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,5436,3,1979,Female,26,2022-11-15
25212,7 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,4616,2,1986,Male,26,2022-06-09
25213,15 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5497,2,1988,Male,26,2022-06-28
25214,5 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,4755,2,1987,Male,27,2022-09-19
25215,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5469,1,1983,Other,29,2022-09-14
25216,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,4774,1,1959,Male,26,2022-05-08
25217,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,2003,1,1986,Male,27,2022-12-08
25218,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2889,3,1992,Male,27,2022-03-04
25219,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5098,3,1980,Male,27,2022-04-28
25220,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5423,3,1973,Male,29,2022-04-20
25221,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5559,2,1996,Male,26,2022-06-17
25222,6 minutes,81,Berry St at 4th St,104,4th St at 16th St,1498,2,1989,Female,26,2022-11-11
25223,7 minutes,22,Howard St at Beale St,9,Broadway at Battery St,5222,2,1987,Male,29,2022-04-09
25224,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4758,2,1981,Male,26,2022-09-14
25225,11 minutes,81,Berry St at 4th St,101,15th St at Potrero Ave,3706,2,1990,Female,27,2022-04-28
25226,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5555,2,1973,Male,26,2022-03-22
25227,3 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,4757,3,1988,Male,27,2022-06-10
25228,11 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5559,2,1979,Female,29,2022-06-14
25229,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,114,3,1972,Male,29,2022-06-08
25230,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),343,1,1993,Male,26,2022-04-27
25231,12 minutes,16,Steuart St at Market St,104,4th St at 16th St,4846,3,1990,Female,26,2022-04-22
25232,7 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),4761,3,1990,Male,29,2022-11-03
25233,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,4745,1,1981,Male,27,2022-03-08
25234,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4911,3,1968,Male,29,2022-10-25
25235,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,2128,3,1986,Male,27,2022-12-23
25236,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),1964,2,1987,Male,26,2022-07-16
25237,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,176,3,1975,Male,27,2022-04-05
